NUM_SOLICITUD,SUCURSAL,STATUS_SOLICITUD,APROBACION_TC,TIPO_CTE,LINEA_CREDITO_FINAL,MESES_VENCIDOS,SALDO_CUENTA,CAPACIDAD_TC,INGRESO_INFERIDO,COMPROBANTE_INGRESOS,SEGMENTO_CLIENTE,CLIENTE_CDE,SUMA_LINEAS_REVOLVENTES,NIVEL_RIESGO,CAPACIDAD_PAGO_TOTAL,SOLICITUDES_RECHAZADAS,SCORE_CLIENTE,SCORE_COMPORTAMIENTO,PEOR_MOP_TARJETAS,SUMA_SALDOS_TARJETAS,SUMA_PAGO_MIN_TARJETAS,SUMA_SALDOS_TOTAL,NUM_CREDITOS,EDAD,TIPO_VIVIENDA,ESCOLARIDAD
2527,405,Aprobada,Aprobado,REGULAR,35000,1.0,"12,250",0.65,35162,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,6500,Mínimo,ACEPTABLE,0,237,767,1,1670,250,0,0,46,Familiares,Preparatoria
2528,472,Aprobada,Aprobado,REGULAR,49999,0.0,"14,500",0.71,49211,PROPIEDAD ACTIVO FIJO,Alto A,CLIENTE_BANCO,103000,Mínimo,ACEPTABLE,0,242,781,0,0,0,0,0,46,Familiares,Licenciatura
2529,4173,Aprobada,Aprobado,BUENO,49999,1.0,"30,999",0.38,43274,PROPIEDAD ACTIVO FIJO,Alto A,CLIENTE_BANCO,59999,Bajo,ACEPTABLE,0,243,717,1,9093,9093,0,0,46,Propia,Preparatoria
2530,570,Aprobada,Aprobado,BUENO,49999,0.0,"24,500",0.51,38023,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,59500,Bajo,ACEPTABLE,0,244,750,1,483,483,0,0,46,Renta,Licenciatura
2531,844,Aprobada,Aprobado,BUENO,58000,0.0,"27,840",0.52,51586,RECIBOS DE NOMINA,Medio A,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,245,762,0,0,0,0,0,46,Hipoteca,Posgrado
2532,9750,Aprobada,Aprobado,REGULAR,71000,0.0,"19,880",0.72,48189,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,129000,Bajo,ACEPTABLE,0,247,744,1,1673,340,5731,0,46,Renta,Preparatoria
2533,343,Aprobada,Aprobado,BUENO,4999,0.0,"2,500",0.5,44506,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,0,Mínimo,ACEPTABLE,0,248,760,0,0,0,0,0,46,Familiares,Posgrado
2534,4774,Aprobada,Aprobado,REGULAR,143000,3.0,"168,740",-0.18,35197,RECIBOS DE NOMINA,Alto A,CLIENTE_BANCO,75000,Alto,ALTO,0,253,603,3,7775,940,0,0,46,Familiares,Licenciatura
2535,861,Aprobada,Aprobado,REGULAR,63000,0.0,"23,940",0.62,49310,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,75000,Mínimo,ACEPTABLE,0,256,756,1,0,0,0,0,46,Hipoteca,Licenciatura
2536,390,Aprobada,Aprobado,BUENO,49999,1.0,"42,499",0.15,43404,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,9600,Bajo,ACEPTABLE,0,260,744,0,689,0,0,0,46,Hipoteca,Licenciatura
2537,4319,Aprobada,Aprobado,BUENO,45000,1.0,"46,800",-0.04,38061,RECIBOS DE NOMINA,Alto C,CLIENTE_BANCO,0,Bajo,ALTO,0,277,716,0,0,0,0,0,46,Hipoteca,Posgrado
2538,4277,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,51690,PAGOS PROV SEMESTRALES PF,,NO_CLIENTE,0,Alto,BAJO,5,89,0,0,0,0,0,0,47,Hipoteca,Posgrado
2539,885,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,50725,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,4,89,0,0,0,0,0,0,47,Familiares,Posgrado
2540,626,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,44439,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,89,0,0,0,0,0,0,47,Renta,Posgrado
2541,9260,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,38784,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,4,89,0,0,0,0,0,0,47,Propia,Preparatoria
2542,523,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,53174,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,5,89,0,0,0,0,18788,0,47,Propia,Preparatoria
2543,73,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,49020,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,89,0,0,0,0,14239,0,47,Propia,Preparatoria
2544,4690,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,45612,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,90,0,0,0,0,0,0,47,Renta,Licenciatura
2545,133,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,36453,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,90,0,0,0,0,0,0,47,Hipoteca,Posgrado
2546,102,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,50160,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,90,0,0,0,0,0,0,47,Renta,Preparatoria
2547,7759,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,44483,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,1,90,0,0,0,0,0,0,47,Propia,Licenciatura
2548,5438,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,39419,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,90,0,0,0,0,31066,0,47,Familiares,Licenciatura
2549,7124,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,52581,RECIBOS DE NOMINA,Alto C,NO_CLIENTE,0,Alto,BAJO,4,90,0,0,0,0,0,0,47,Hipoteca,Posgrado
2550,290,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,49068,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,91,0,0,0,0,0,0,47,Propia,Secundaria
2551,7528,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,46358,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,5,91,0,0,0,0,0,0,47,Hipoteca,Licenciatura
2552,335,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,36046,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,91,0,0,0,0,0,0,47,Renta,Preparatoria
2553,107,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,50209,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,11300,Alto,BAJO,3,91,0,0,6962,0,0,0,47,Propia,Preparatoria
2554,8162,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,45211,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,91,0,0,0,0,0,0,47,Propia,Posgrado
2555,246,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,38979,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,205700,Alto,BAJO,3,91,0,1,53149,4310,0,0,47,Propia,Posgrado
2556,5339,Cancelada,Rechazado,MALO,0,#N/A,#N/A,#N/A,52632,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,1,92,0,0,0,0,0,0,47,Renta,Licenciatura
2557,174,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,49871,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,92,0,0,0,0,0,0,47,Propia,Licenciatura
2558,4644,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,45842,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,5000,Alto,BAJO,4,92,0,0,4663,0,0,0,47,Propia,Preparatoria
2559,7588,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,36082,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,4,92,0,0,0,0,0,0,47,Hipoteca,Preparatoria
2560,9175,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,51030,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,92,0,0,0,0,0,0,47,Renta,Licenciatura
2561,9149,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,44707,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,4,92,0,0,0,0,0,0,47,Familiares,Licenciatura
2562,4975,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,39017,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,92,0,0,0,0,0,0,47,Renta,Preparatoria
2563,8130,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,53493,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,92,0,0,0,0,0,0,47,Hipoteca,Licenciatura
2564,4422,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,49315,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,50000,Alto,BAJO,3,92,0,1,34809,1880,45911,0,47,Propia,Preparatoria
2565,656,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,45886,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,93,0,0,0,0,0,0,47,Renta,Posgrado
2566,4149,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,36672,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,93,0,0,0,0,0,0,47,Renta,Licenciatura
2567,4430,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,50942,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,93,0,0,0,0,0,0,47,Renta,Preparatoria
2568,162,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,44539,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,93,0,0,0,0,0,0,47,Hipoteca,Licenciatura
2569,4289,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,39655,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,93,0,0,0,0,0,0,47,Renta,Preparatoria
2570,7769,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,53655,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,93,0,0,0,0,0,0,47,Propia,Preparatoria
2571,7788,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,48666,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,93,0,0,0,0,0,0,47,Familiares,Licenciatura
2572,7769,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,46636,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,93,0,0,0,0,0,0,47,Familiares,Preparatoria
2573,197,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,36783,RECIBOS DE NOMINA,Medio B,NO_CLIENTE,0,Alto,BAJO,5,93,0,0,0,0,0,0,47,Hipoteca,Licenciatura
2574,42,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,49798,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,94,0,0,0,0,0,0,47,Familiares,Licenciatura
2575,50002,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,45481,SIN COMPROBANTE,,NO_CLIENTE,0,Alto,BAJO,2,94,0,0,0,0,0,0,47,Renta,Posgrado
2576,781,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,39775,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,94,0,0,0,0,0,0,47,Hipoteca,Licenciatura
2577,626,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,52202,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,94,0,0,0,0,0,0,47,Hipoteca,Licenciatura
2578,520,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,50169,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,94,0,0,0,0,0,0,47,Familiares,Licenciatura
2579,5308,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,46778,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,94,0,0,0,0,0,0,47,Hipoteca,Licenciatura
2580,600,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,35786,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,10400,Alto,BAJO,2,94,0,1,2488,250,0,0,47,Familiares,Posgrado
2581,7588,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,51336,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,94,0,0,0,0,0,0,47,Familiares,Secundaria
2582,208,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,45620,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,94,0,8,4076,4076,0,0,47,Propia,Posgrado
2583,4376,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,39067,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,94,0,0,0,0,0,0,47,Propia,Posgrado
2584,959,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,53560,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,94,0,0,0,0,8167,0,47,Familiares,Posgrado
2585,604,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,50084,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,95,0,1,32621,2170,0,0,47,Renta,Posgrado
2586,4876,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,45944,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,95,0,0,0,0,0,0,47,Propia,Licenciatura
2587,607,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,36717,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,95,0,0,0,0,0,0,47,Propia,Posgrado
2588,9244,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,51248,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,95,0,0,0,0,0,0,47,Familiares,Posgrado
2589,7920,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,44807,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,95,0,0,0,0,0,0,47,Hipoteca,Licenciatura
2590,424,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,39705,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,7000,Alto,BAJO,4,95,0,1,5627,420,0,0,47,Propia,Preparatoria
2591,8123,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,53722,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,5,95,0,0,0,0,0,0,47,Familiares,Licenciatura
2592,386,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,49660,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,96,0,0,0,0,0,0,47,Renta,Preparatoria
2593,6674,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,46917,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,96,0,0,5469,0,85550,0,47,Familiares,Licenciatura
2594,4302,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,36481,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,96,0,0,0,0,0,0,47,Familiares,Licenciatura
2595,4376,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,50814,PROPIEDAD ACTIVO FIJO,Alto C,CLIENTE_BANCO,0,Alto,BAJO,5,96,0,1,4546,570,0,0,47,Familiares,Posgrado
2596,4577,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,45756,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,97,0,0,0,0,0,0,47,Propia,Preparatoria
2597,4725,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,39449,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,97,0,0,0,0,0,0,47,Renta,Preparatoria
2598,88,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,53267,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,97,0,0,0,0,0,0,47,Hipoteca,Posgrado
2599,7153,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,50472,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,97,0,0,0,0,0,0,47,Propia,Posgrado
2600,127,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,46394,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,97,0,0,0,0,0,0,47,Hipoteca,Licenciatura
2601,176,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,36517,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,75500,Alto,BAJO,4,97,0,0,6511,0,110394,0,47,Renta,Posgrado
2602,4393,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,51646,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,97,0,0,0,0,0,0,47,Hipoteca,Posgrado
2603,374,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,45246,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,98,0,0,0,0,0,0,47,Familiares,Licenciatura
2604,148,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,39488,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,98,0,0,0,0,0,0,47,Propia,Preparatoria
2605,319,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,54138,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,99,0,0,0,0,0,0,47,Familiares,Posgrado
2606,131,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,49909,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,99,0,0,0,0,0,0,47,Familiares,Posgrado
2607,4465,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,46440,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,4,99,0,0,0,0,0,0,47,Familiares,Licenciatura
2608,7416,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,37468,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,4,99,0,0,0,0,0,0,47,Renta,Posgrado
2609,278,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,50829,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,99,0,0,0,0,0,0,47,Propia,Secundaria
2610,7492,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,45075,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,99,0,0,0,0,14355,0,47,Propia,Posgrado
2611,319,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,40516,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,100,0,0,0,0,0,0,47,Renta,Licenciatura
2612,4436,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,53282,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,100,0,0,0,0,0,0,47,Propia,Posgrado
2613,272,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,49957,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,1,100,0,1,1586,250,0,0,47,Familiares,Licenciatura
2614,4414,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,47876,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,100,0,0,0,0,5375,0,47,Propia,Licenciatura
2615,303,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,36527,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,100,0,0,0,0,106441,0,47,Familiares,Posgrado
2616,607,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,50877,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,101,0,0,2034,0,0,0,47,Hipoteca,Preparatoria
2617,135,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,46469,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,101,0,0,0,0,0,0,47,Renta,Preparatoria
2618,771,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,39499,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,0,101,0,0,0,0,0,0,47,Renta,Posgrado
2619,8167,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,53333,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,58300,Alto,BAJO,0,101,0,1,38521,2000,0,0,47,Familiares,Licenciatura
2620,773,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,51259,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,101,0,0,0,0,0,0,47,Propia,Licenciatura
2621,113,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,46453,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,1,101,0,0,0,0,0,0,47,Familiares,Posgrado
2622,7621,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,36562,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,1,111,0,0,0,0,0,0,47,Propia,Licenciatura
2623,9243,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,52451,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,124,0,0,0,0,0,0,47,Renta,Preparatoria
2624,9243,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,45303,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,134,0,0,0,0,0,0,47,Propia,Posgrado
2625,9037,Aprobada,Aprobado,REGULAR,9100,0.0,"3,640",0.6,39537,RECIBOS DE NOMINA,Alto A,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,170,770,0,0,0,0,0,47,Hipoteca,Preparatoria
2626,314,Aprobada,Aprobado,BUENO,27000,0.0,"19,980",0.26,54982,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,27600,Bajo,ACEPTABLE,0,189,704,1,17043,250,0,0,47,Propia,Preparatoria
2627,9142,Aprobada,Aprobado,BUENO,6000,1.0,"2,760",0.54,49972,INVERSIONES,Medio A,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,193,774,0,0,0,0,0,47,Propia,Posgrado
2628,842,Aprobada,Aprobado,BUENO,9899,1.0,"4,851",0.51,46497,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,21000,Bajo,ACEPTABLE,0,198,706,0,16485,0,0,0,47,Propia,Posgrado
2629,85,Aprobada,Aprobado,REGULAR,16500,0.0,"10,065",0.39,37693,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,7000,Medio ,ACEPTABLE,0,203,695,0,4551,0,14619,0,47,Familiares,Licenciatura
2630,4351,Aprobada,Aprobado,BUENO,49999,0.0,"41,999",0.16,51866,PROPIEDAD ACTIVO FIJO,Medio B,CLIENTE_BANCO,0,Bajo,ACEPTABLE,0,207,726,0,0,0,0,0,47,Renta,Licenciatura
2631,18023,Aprobada,Aprobado,BUENO,2999,0.0,"2,129",0.29,45779,RECIBOS DE NOMINA,Medio B,NO_CLIENTE,0,Bajo,ACEPTABLE,0,209,739,0,0,0,0,0,47,Renta,Preparatoria
2632,4635,Aprobada,Aprobado,REGULAR,45000,0.0,"11,250",0.75,39994,RECIBOS DE NOMINA,Alto B,CLIENTE_BANCO,0,Mínimo,ACEPTABLE,0,209,785,0,0,0,0,0,47,Propia,Preparatoria
2633,4684,Aprobada,Aprobado,BUENO,9899,0.0,"10,097",-0.02,54112,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,18200,Bajo,ALTO,0,216,706,1,8564,470,0,0,47,Hipoteca,Licenciatura
2634,15034,Aprobada,Aprobado,REGULAR,6500,1.0,"7,345",-0.13,50498,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,5004,Medio ,ALTO,0,218,686,1,705,250,0,0,47,Renta,Preparatoria
2635,4648,Aprobada,Aprobado,BUENO,4999,0.0,"3,049",0.39,47035,RECIBOS DE NOMINA,Alto A,CLIENTE_BANCO,0,Bajo,ACEPTABLE,0,219,749,0,0,0,0,0,47,Familiares,Posgrado
2636,4484,Aprobada,Aprobado,BUENO,16300,0.0,"7,987",0.51,37096,RECIBOS DE NOMINA,Medio A,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,219,761,0,0,0,0,0,47,Renta,Preparatoria
2637,4650,Aprobada,Aprobado,REGULAR,4999,3.0,"5,999",-0.2,51672,RECIBOS DE NOMINA,Alto B,CLIENTE_BANCO,4999,Alto,ALTO,0,220,579,3,0,0,0,0,47,Hipoteca,Posgrado
2638,702,Aprobada,Aprobado,REGULAR,2999,0.0,"1,110",0.63,45871,RECIBOS DE NOMINA,Alto A,CLIENTE_BANCO,0,Mínimo,ACEPTABLE,0,221,773,0,0,0,38406,0,47,Renta,Preparatoria
2639,282,Aprobada,Aprobado,REGULAR,5999,0.0,"1,980",0.67,40114,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,19000,Mínimo,ACEPTABLE,0,221,777,1,12183,280,0,0,47,Familiares,Licenciatura
2640,188,Aprobada,Aprobado,BUENO,33999,0.0,"27,879",0.18,54166,RECIBOS DE NOMINA,Alto A,CLIENTE_BANCO,36500,Bajo,ACEPTABLE,0,223,721,0,1522,0,448630,0,47,Familiares,Preparatoria
2641,7163,Aprobada,Aprobado,BUENO,9899,2.0,"5,741",0.42,51081,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,3000,Bajo,ACEPTABLE,0,223,740,1,3081,250,0,0,47,Familiares,Licenciatura
2642,4263,Aprobada,Aprobado,BUENO,11000,1.0,"13,090",-0.19,46954,RECIBOS DE NOMINA,Alto B,CLIENTE_BANCO,0,Bajo,ALTO,0,224,701,0,0,0,0,0,47,Renta,Posgrado
2643,4346,Aprobada,Aprobado,BUENO,13000,1.0,"5,460",0.58,36957,RECIBOS DE NOMINA,Alto A,CLIENTE_BANCO,0,Mínimo,ACEPTABLE,0,226,778,0,0,0,0,0,47,Hipoteca,Posgrado
2644,91,Aprobada,Aprobado,BUENO,49999,2.0,"39,999",0.2,52268,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,19200,Bajo,ACEPTABLE,0,228,703,0,231,0,0,0,47,Propia,Posgrado
2645,765,Aprobada,Aprobado,BUENO,54000,2.0,"37,260",0.31,45791,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,16300,Bajo,ACEPTABLE,0,229,740,0,36,0,0,0,47,Propia,Posgrado
2646,133,Aprobada,Aprobado,BUENO,2999,0.0,"2,069",0.31,39964,RECIBOS DE NOMINA,Medio B,NO_CLIENTE,0,Bajo,ACEPTABLE,0,229,741,0,0,0,0,0,47,Familiares,Posgrado
2647,799,Aprobada,Aprobado,BUENO,62000,1.0,"37,820",0.39,54791,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,51000,Mínimo,ACEPTABLE,0,229,759,1,12208,640,104212,0,47,Renta,Posgrado
